,cif,nodes_cansmi,linkers_cansmi,rcsr
11,hMOF-5080773,['[Cu][Cu]'],"['BrO[C]1C2=[C]C(=C3[C]4C2=C(C(=O)N1C1=[C]C(=C(C=C1)C(=O)[O-])Br)C=CC4=C(N([C]3OBr)C1=[C]C(=C(C(=[C]1)Br)C(=O)[O-])Br)OBr)Br', '[O-]C(=O)C1=CC(=C([C]=C1)[C]=Cc1ccc(c(c1)Br)C(=O)[O-])Br', 'BrO[C]1N(C2=[C]C(=C(C=C2)C(=O)[O-])Br)C(=O)[C]2C3=C1[C]=C(Br)C1=C(OBr)N([C](C(=C31)C=C2)OBr)C1=[C]C(=C(C(=[C]1)Br)C(=O)[O-])Br', 'Brc1nccc(c1)C=Cc1c(Br)cncc1Br']",pcu
12,hMOF-5066698,['[Cu][Cu]'],"['Nc1ncc(c(c1)N=Nc1cc(N)nc(c1N)N)N', '[O-]C(=O)c1ccc(cc1)N=Nc1c(N)cc(cc1N)C(=O)[O-]', '[O-]C(=O)C12C(N)CC(C(C1N)N)(C(C2N)(N)N)C(=O)[O-]']",pcu
13,hMOF-25741,['[Zn][Zn]'],"['Nc1ncc(c(c1)c1ccc(cc1)c1ccnc(c1N)N)N', 'Nc1cc(C(=O)[O-])c(cc1c1ccc(c(c1)N)c1cc(N)c(c(c1N)N)C(=O)[O-])N', '[O-]C(=O)C1=CC=C(C=[C]1)c1ccc(cc1N)c1ccc(c(c1N)N)C(=O)[O-]']",pcu
14,hMOF-5022702,['[Zn][O]([Zn])([Zn])[Zn]'],"['COc1c(ccc(c1OC)C(=O)[O-])C(=O)[O-]', 'COc1c(cc(c(c1OC)C(=O)[O-])OC)c1nnc(nn1)c1ccc(c(c1)OC)C(=O)[O-]', 'COc1cc(ccc1c1nnc(nn1)c1cc(OC)c(c(c1OC)OC)C(=O)[O-])C(=O)[O-]']","pcu,sql"
15,hMOF-23998,['[Zn][Zn]'],"['[O-]C(=O)c1c(O)c(O)c(c2c1cccc2)C(=O)[O-]', 'N#Cc1cc(O)c(c(c1)O)C#N', '[O-]C(=O)C#Cc1cc(O)c(c(c1)O)C#CC(=O)[O-]']",pcu
16,hMOF-5064841,['[Cu][Cu]'],['COC(=CC#CC(=O)[O-])C#CC(=O)[O-]'],"sql,UNKNOWN"
17,hMOF-5230,['[Zn][O]([Zn])([Zn])[Zn]'],"['Clc1cc(C(=O)[O-])c(c(c1C#Cc1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-])Cl)Cl', 'Clc1cc(C(=O)[O-])c(cc1C#Cc1ccc(cc1)C(=O)[O-])Cl', '[O-]C(=O)C=CC(=O)[O-]']",pcu
18,hMOF-5045681,['[Zn][Zn]'],"['[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])F)F)F', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N']",pcu
19,hMOF-18016,['[Zn][Zn]'],"['[O-]C(=O)C#Cc1cc(Cl)c(c(c1Cl)Cl)C#CC(=O)[O-]', 'N#N', '[O-]C(=O)C#Cc1c(Cl)c(Cl)c(c(c1Cl)Cl)C#CC(=O)[O-]']",
20,hMOF-5069715,['[Cu][Cu]'],"['[O-]C(=O)C#Cc1ccc(c(c1N)N)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1)N)C#CC(=O)[O-]', 'NC12C3N4C1C1(N2C3(C41N)N)N']",pcu
21,hMOF-5039328,['[Zn][Zn]'],"['[O-]C(=O)C1=CC=C(C(=[C]1)Br)N=Nc1ccc(c(c1)Br)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)N=Nc1ccc(cc1Br)C(=O)[O-]', 'N#CC=C(C#N)Br']",pcu
22,hMOF-5023210,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC(=O)[O-]', 'Nc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1)N)C(=O)[O-])N']",pcu
23,hMOF-5033436,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc(F)c(cc1F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4c1c2c3c(F)c(F)c3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-]', 'Fc1cc(C(=O)[O-])c(cc1N1C(=O)c2c(F)cc3c4c2c(C1=O)c(F)cc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1c(F)cc(c(c1F)F)C(=O)[O-])F', 'Fc1c(cc(c(c1F)C(=O)[O-])F)N1C(=O)C2=C[C]=c3c4c2c(C1=O)cc(c4c1c2c3[C]=CC3=c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-])F']",pcu
24,hMOF-5067503,['[Cu][Cu]'],"['[O-]C(=O)C12CCC(C(C1O)(O)O)(CC2(O)O)C(=O)[O-]', 'OC1CN2CC(N1C(C2O)(O)O)O', '[O-]C(=O)C12C(O)C(O)C(C(C1O)O)(C(C2(O)O)(O)O)C(=O)[O-]']",pcu
25,hMOF-5067642,['[Cu][Cu]'],"['N#Cc1nccc(c1)c1c(C#N)cnc(c1C#N)C#N', 'N#CC1C(C#N)C2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2(C#N)C#N)(C#N)C#N)C#N)(C#N)C#N']",pcu
26,hMOF-5011047,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C12C(F)CC(CC1F)(C(C2F)(F)F)C(=O)[O-]', 'FC1CC2(C(=O)[O-])C(CC1(C(=O)[O-])C(C2(F)F)(F)F)F', '[O-]C(=O)C12CCC(C(C1)(F)F)(C(C2F)F)C(=O)[O-]']",pcu
27,hMOF-5013205,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'CCCOC1C[C](C#CC(=O)[O-])C(C(C1([CH2])C#CC(=O)[O-])OCCC)O[CH]']",pcu
28,hMOF-5042726,['[Zn][Zn]'],['COC1=[N]=C(OC)C(=C([CH]1)c1ccc(cc1)C1=C(OC)C(=O)[N]C=C1)[O]'],sql
29,hMOF-7003337,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['ClO[C]1N(C2=[C]C=C(C(=C2)Cl)C(=O)[O-])C(=O)c2c3c1ccc1c3c(c(c2)Cl)[C](N(C1=O)C1=CC=C(C(=[C]1)Cl)C(=O)[O-])OCl', '[O-]C(=O)c1ccc(cc1Cl)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-]', 'ClO[C]1N(C2=[C]C=C(C=[C]2)C(=O)[O-])C(=C2[C]3C1=C(Cl)C=C1C3=C(C(=C2)Cl)C(=O)N(C1=O)c1ccc(cc1)C(=O)[O-])OCl']",pcu
30,hMOF-5047926,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'N#CC#N', '[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])F)F']",pcu
31,hMOF-5033259,['[Zn][O]([Zn])([Zn])[Zn]'],"['ClO[C]1N(C2=[C]C(=C(C=[C]2)C(=O)[O-])Cl)C(=C2[C]3C1=C(Cl)C=C1C3=C(C(=C2Cl)Cl)C(=O)N(C1=O)c1ccc(c(c1)Cl)C(=O)[O-])OCl', 'ClO[C]1C2=C(Cl)C(=C3[C]4C2=C(C(=O)N1C1=[C]C(=C(C(=C1)Cl)C(=O)[O-])Cl)C(=C(C4=C(N([C]3OCl)C1=[C]C(=C(C(=[C]1)Cl)C(=O)[O-])Cl)OCl)Cl)Cl)Cl', 'ClO[C]1N(C2=[C]C=C(C(=C2)Cl)C(=O)[O-])C(=O)C2=C(Cl)[C]=c3c4c2c1ccc4c1=[C]C(=C2C4=c1c3=[C]C=C4C(=O)N(C2=O)c1ccc(cc1)C(=O)[O-])Cl']",pcu
32,hMOF-5276,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=C(C(=O)[O-])O', '[O-]C(=O)c1ccc(c(c1O)O)C#Cc1c(O)cc(c(c1O)O)C(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]']",pcu
33,hMOF-7000709,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['[O-]C(=O)C12CCC(C(C1)Br)(C(C2Br)Br)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)Br)C#Cc1cc(Br)c(cc1Br)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1Br)C#Cc1ccc(c(c1Br)Br)C(=O)[O-]']",pcu
34,hMOF-5001863,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)C#CC#CC(=O)[O-]'],pcu
35,hMOF-26102,['[Zn][Zn]'],"['[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1Cl)c(Cl)c(c4c(c(c3)C(=O)[O-])Cl)Cl', 'Clc1cc(N=Nc2ccnc(c2Cl)Cl)cc(n1)Cl', '[O-]C(=O)c1ccc(cc1Cl)N=Nc1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-]']",pcu
36,hMOF-5056582,['[Zn][Zn]'],"['N=Nc1ncc(c(c1)c1ccncc1N=N)N=N', 'N=Nc1cc(ccc1C(=O)[O-])N1C(=O)[C]2C(=Cc3c4c2c(C1=O)c(N=N)cc4c1c2c3=C(N=N)[CH]C3=C4ON([NH])c5c6N4C(=c(c23)cc1N=N)ON[N]c6c(c(c5)C(=O)[O-])N=N)N=N', '[O-]C(=O)c1ccc2-c3ccc(cc3[N]3(N(c2c1)N3)[NH])C(=O)[O-]']",pcu
37,hMOF-31581,['[Cu][Cu]'],"['[O-]C(=O)c1ccc(c(c1Cl)Cl)C#Cc1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-]', '[O-]C(=O)C=[C]C=[C]C(=O)[O-]', 'Clc1cnccc1C#Cc1ccncc1']",pcu
38,hMOF-3001763,[],[],
39,hMOF-5059713,['[Cu][Cu]'],"['N#Cc1cnc(c(c1N=Nc1ccncc1C#N)C#N)C#N', 'N#Cc1c(N=Nc2ccc(c(c2)C#N)C(=O)[O-])ccc(c1C#N)C(=O)[O-]', 'N#Cc1cc(ccc1N=Nc1ccc(c(c1)C#N)C(=O)[O-])C(=O)[O-]']",pcu
40,hMOF-5030266,['[Zn][O]([Zn])([Zn])[Zn]'],"['BrOC1=C2C=[C]c3c4=C2C(=C(N1C1=[C]C=C(C=[C]1)C(=O)[O-])OBr)[C](Br)[C]=c4c1c2c3cc(Br)c3c2c(c(c1)Br)c(n(c3=O)C1=CC(=C(C=[C]1)C(=O)[O-])Br)OBr', '[O-]C(=O)c1cc(Br)c(cc1Br)C(=O)[O-]', '[O-]C(=O)c1cc(Br)c(c(c1Br)Br)C(=O)[O-]']",pcu
41,hMOF-1000802,[],[],
42,hMOF-5025315,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1C)c1nnc(nn1)c1ccc(c(c1)C)C(=O)[O-]']",pcu
43,hMOF-5002940,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N=Nc1cc(cc2c1-c1cc(N=N)c(c(c1N(N2[NH])[NH])N=N)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc2-c3ccc(cc3[N]3(N(c2c1)N3)[NH])C(=O)[O-]']",pcu
44,hMOF-5073075,['[Cu][Cu]'],"['[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])c1ccccc1)c1ccccc1)c1ccccc1', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N']",pcu
45,hMOF-5027813,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC(=C(C(=O)[O-])Cl)Cl', 'ClO[C]1N(C2=[C]C=C(C(=C2)Cl)C(=O)[O-])C(=O)c2c3c1ccc1c3c(c(c2)Cl)[C](N(C1=O)C1=[C]C(=C(C(=C1)Cl)C(=O)[O-])Cl)OCl', '[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl']",pcu
46,hMOF-6003127,['[V]'],"['[O-]C(=O)C12C3C4C2(C2(C1(C3C42C(=O)[O-])Cl)Cl)Cl', 'ClC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O]']",rna
47,hMOF-5004618,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC=CC(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'CCOC(=CC=C(C(=O)[O-])OCC)C(=O)[O-]']",pcu
48,hMOF-5069949,['[Cu][Cu]'],"['COC12N3C4C2N2C1C3C42', 'COC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-]']",pcu
49,hMOF-6002749,['[V]'],"['[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-]', '[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])N)N)N)N', '[O]']",rna
50,hMOF-5008720,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'ClC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
51,hMOF-205,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#Cc1cc(C(=O)[O-])c(cc1c1ccc(c(c1)C#N)C(=O)[O-])C#N', 'N#Cc1cc(ccc1C(=O)[O-])C(=O)[O-]']",pcu
52,hMOF-31652,['[Cu][Cu]'],"['Fc1ncc(c(c1)N=Nc1cc(F)nc(c1F)F)F', '[O-]C(=O)c1ccc(c(c1)F)N=Nc1cc(F)c(cc1F)C(=O)[O-]', '[O-]C(=O)C=CC(=C(C(=O)[O-])F)F']",pcu
53,hMOF-5025636,['[Zn][O]([Zn])([Zn])[Zn]'],"['N=Nc1cc(ccc1C(=O)[O-])c1nnc(nn1)c1c(N=N)cc(c2=NNNN=c12)C(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', 'N=NC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
54,hMOF-30059,['[Cu][Cu]'],"['CCOc1cc(C#CC(=O)[O-])cc(c1C#CC(=O)[O-])OCC', 'CCOc1cc(ccc1C(=O)[O-])N=Nc1ccc(c(c1OCC)OCC)C(=O)[O-]', 'CCOc1cc(C#N)ccc1C#N']",pcu
55,hMOF-5018908,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'CCOC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-]']",pcu
56,hMOF-5065958,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'CCOC(=CC#N)C#N']",pcu
57,hMOF-5035374,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'C1=CC=C(C=[C]1)c1ccc2c(c1)nc(c(n2)c1ccccc1)c1ccccc1', '[CH2][CH]C=C(c1cc(C(=O)[O-])c2c(c1C(=O)[O-])cccc2)[CH]']",pcu
58,hMOF-5041252,['[Zn][Zn]'],"['[O-]C(=O)C1=C(Br)C=C(C=[C]1)c1cc(Br)c(cc1Br)C(=O)[O-]', 'BrC1[CH]N2[CH][CH]N1[C](C2)Br', '[O-]C(=O)C12[CH]C(Br)C([C]([CH]1)Br)(C(C2)(Br)Br)C(=O)[O-]']",pcu
59,hMOF-5046277,['[Zn][Zn]'],"['[O-]C(=O)C1=C[C]=C([C]=C1Br)C1=[C]C(=C(C=[C]1)C(=O)[O-])Br', 'BrC1=C([C]=CN=C1Br)C1=[C]C=NC=C1', '[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])Br)Br']",pcu
60,hMOF-5009961,[],[],
61,hMOF-6000265,['[V]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]', '[O]']",rna
62,hMOF-5018780,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])C)C)C']",pcu
63,hMOF-5061738,['[Cu][Cu]'],"['[O-]C(=O)c1ccc(cc1)C#Cc1cc(O)c(c(c1)O)C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N']",pcu
64,hMOF-5040892,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
65,hMOF-20332,['[Zn][Zn]'],"['COc1c(ccc(c1OC)C#CC(=O)[O-])C#CC(=O)[O-]', 'COC(=CC(=O)[O-])C(=O)[O-]', 'N#Cc1ccc(c(c1)OC)C#N']",pcu
66,hMOF-5047661,['[Zn][Zn]'],"['[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])Br)Br)Br', 'Brc1ccc2c(c1)nc1c(n2)ccc(c1)Br', '[O-]C(=O)C#CC12C3C4C1(Br)C1(C2(C3(C41C#CC(=O)[O-])Br)Br)Br']",pcu
67,hMOF-5044876,['[Zn][Zn]'],"['COc1cc(ccc1C#Cc1ccc(c(c1OC)OC)C(=O)[O-])C(=O)[O-]', 'COc1cnccc1C#Cc1ccncc1', 'COC12C3C4(C1C1(C2(C3(C41OC)OC)C(=O)[O-])OC)C(=O)[O-]']",pcu
68,hMOF-5019698,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc(Br)c(c(c1Br)Br)C(=O)[O-]', '[O-]C(=O)C1=C(Br)C(=C([C]=C1Br)C=Cc1cc(Br)c(c(c1Br)Br)C(=O)[O-])Br', '[O-]C(=O)c1c(Br)cc(c(c1Br)Br)C=Cc1c(Br)c(Br)c(c(c1Br)Br)C(=O)[O-]', '[O-]C(=O)c1cc(Br)c(cc1Br)C(=O)[O-]', '[Br]']",pcu
69,hMOF-30941,['[Cu][Cu]'],"['[O-]C(=O)c1ccc(cc1)C#Cc1ccc(c(c1)C1C=CC2[CH]C1c1ccccc1[C]1C2C(=CC(=N1)c1ccccc1)C#Cc1ccnc(c1)c1ccccc1)C(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]']",
70,hMOF-30640,['[Cu][Cu]'],"['Clc1cnc2c(n1)C(C2Cl)Cl', '[O-]C(=O)C=C(C(=O)[O-])Cl', '[O-]C(=O)C=CC(=O)[O-]']",pcu
71,hMOF-5089,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]']",pcu
72,hMOF-5071067,['[Cu][Cu]'],"['COC12N3C4C2(N2C1(C3C42)OC)OC', 'COC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-]', 'COC12C3C4(C1C1(C2(C3(C41[O])OC)C(=O)[O-])OC)C(=O)[O-]']",pcu
73,hMOF-6129,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#Cc1ccc(c(c1O)O)C#CC(=O)[O-]', '[O-]C(=O)C=C(C(=C(C(=O)[O-])O)O)O']",pcu
74,hMOF-22548,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(cc1)C#Cc1cc(F)c(c(c1)F)C(=O)[O-]', 'Fc1cc(C(=O)[O-])c(cc1C#Cc1ccc(cc1)C(=O)[O-])F', 'Fc1ncc(c(c1)C#Cc1c(F)c(F)nc(c1F)F)F']",pcu
75,hMOF-5081214,['[Cu][Cu]'],"['N=Nc1cc(ccc1c1ccc(c(c1N=N)N=N)C(=O)[O-])C(=O)[O-]', 'N=Nc1ncc2c(c1)C1=C([N]34[N]2(N3)N4)C(=[N]=C([C]1N=N)N=N)N=N', 'N=Nc1cc2c(c(c1C(=O)[O-])N=N)N([NH])O[C]1N2C(=O)c2cc3c4c5c2c1c(N=N)cc5c1c2c4c(n(n3[NH])[NH])c(c3c2c(c(c1)N=N)C(=O)N1[C]3ON(c2c1cc(N=N)c(c2N=N)C(=O)[O-])[NH])N=N']",pcu
76,hMOF-2000928,['[Cu][Cu]'],"['Brc1c(C#Cc2cc(Br)c(cc2Br)C(=O)[O-])cc(c(c1C#Cc1ccc(c(c1)Br)C(=O)[O-])Br)C#Cc1cc(Br)c(c(c1Br)Br)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)Br)C#Cc1cc(C#Cc2c(Br)cc(cc2Br)C(=O)[O-])c(c(c1Br)C#Cc1cc(Br)c(cc1Br)C(=O)[O-])Br', 'BrC1=C(C=C([C]=C1C1=CC(=C(C(=[C]1)Br)C(=O)[O-])Br)C1=CC(=C(C(=[C]1)Br)C(=O)[O-])Br)c1ccc(c(c1)Br)C(=O)[O-]', '[O-]C(=O)C1=C[C]=C([C]=C1)C1=[C]C(=[C]C(=[C]1)c1ccc(c(c1)Br)C(=O)[O-])c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)Br)C#Cc1cc(C#Cc2cc(Br)c(cc2Br)C(=O)[O-])cc(c1Br)C#Cc1cc(Br)c(c(c1Br)Br)C(=O)[O-]', '[O-]C(=O)c1cc(Br)c(c(c1)Br)C#Cc1cc(C#Cc2cc(Br)c(cc2Br)C(=O)[O-])cc(c1)C#Cc1c(Br)c(Br)c(c(c1Br)Br)C(=O)[O-]', '[O-]C(=O)C1=C(Br)C=C([C]=C1Br)C1=[C]C(=[C]C(=[C]1)c1ccc(c(c1Br)Br)C(=O)[O-])C1=CC(=C(C(=[C]1)Br)C(=O)[O-])Br', '[O-]C(=O)c1ccc(cc1)C1=CC(=[C]C(=C1)C1=CC(=C(C=[C]1)C(=O)[O-])Br)C1=CC(=C(C(=[C]1)Br)C(=O)[O-])Br']",tbo
77,hMOF-5055851,['[Zn][Zn]'],"['[O-]C(=O)C#CC12C(N)C(N)C(C(C1N)N)(C(C2N)(N)N)C#CC(=O)[O-]', '[O-]C(=O)C#CC12CC(N)C(C(C1N)(N)N)(C(C2N)(N)N)C#CC(=O)[O-]', 'Nc1ncc(c(c1N)N1[C]c2cc(N)c3c4c2c(C1=O)c(N)c(c4C(=O)N(C3=O)c1c(N)cnc(c1N)N)N)N']",pcu
78,hMOF-3467,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1O)N=Nc1c(O)cc(c(c1O)O)C(=O)[O-]', 'Oc1cc(C(=O)[O-])c(cc1N=Nc1ccc(cc1)C(=O)[O-])O', 'Oc1cc(c(cc1c1ccc(c(c1O)O)C(=O)[O-])O)c1c(O)cc(c(c1O)O)C(=O)[O-]']",pcu
79,hMOF-5008158,['[Zn][O]([Zn])([Zn])[Zn]'],"['ClC(=C(C#CC(=O)[O-])Cl)C#CC(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1c(Cl)ccc(c1cc2)C(=O)[O-]', 'ClOC(=O)c1cc(Cl)c(c2-c3c(C=[C]c12)c(Cl)cc(c3)C(=O)[O-])Cl']",pcu
80,hMOF-26855,['[Zn][Zn]'],"['N#Cc1c(C#N)c(C(=O)[O-])c(c2c1cc(C#N)c1c2cc(c2c1cc(cc2)C(=O)[O-])C#N)C#N', 'N#Cc1cc(C#N)c(c(c1C#N)C#N)C#N', 'N#Cc1cc(C#CC(=O)[O-])c(c(c1C#CC(=O)[O-])C#N)C#N']",pcu
81,hMOF-5023970,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=C(C(=O)[O-])Br', '[O-]C(=O)c1ccc(cc1Br)c1nnc(nn1)c1ccc(c(c1Br)Br)C(=O)[O-]', 'BrC(=C(C(=O)[O-])Br)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1Br)C1=N[N]C(=N[N]1)c1ccc(c(c1Br)Br)C(=O)[O-]']",pcu
82,hMOF-5006449,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCCC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]']",pcu
83,hMOF-24210,['[Zn][Zn]'],"['[CH2]Oc1cnc2c(n1)c(OC)cc(c2OC)[O]', '[O-]C(=O)C=C(C(=O)O)[O]', '[CH2]OC(=C(C([O])[O])OC)C(=O)[O-]']",pcu
