,cif,nodes_cansmi,linkers_cansmi,rcsr
10,hMOF-5031861,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1)N1C(=O)c2c(F)cc3c4c2c(C1=O)c(F)c(c4c1c2c3c(F)cc3c2c(c(c1)F)C(=O)N(C3=O)c1ccc(c(c1)F)C(=O)[O-])F', 'Fc1cc(C(=O)[O-])c2c(c1)c1c(cc2F)ccc(c1F)C(=O)[O-]', '[O-]C(=O)c1cc(F)c2c(c1)c1c(F)c(F)c(c(c1cc2)C(=O)[O-])F']",pcu
11,hMOF-5002799,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]']",pcu
12,hMOF-6004140,['[V]'],"['[O]', 'Fc1cc(ccc1C=C(c1cc(F)c(cc1F)C(=O)[O-])F)C(=O)[O-]', '[O-]C(=O)C#CC12CC(F)C(C(C1F)(F)F)(C(C2(F)F)F)C#CC(=O)[O-]']",rna
13,hMOF-5051600,['[Zn][Zn]'],"['Fc1cc(C(=O)[O-])c(cc1C#Cc1c(F)cc(c(c1F)F)C(=O)[O-])F', 'Fc1nccc(c1)C#Cc1c(F)cncc1F', 'Fc1cc(ccc1c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-])C(=O)[O-]']",pcu
14,hMOF-5020533,['[Zn][O]([Zn])([Zn])[Zn]'],"['Fc1cc(C(=O)[O-])c(cc1C=Cc1c(F)cc(cc1F)C(=O)[O-])F', 'Fc1c(N=Nc2cc(F)c(c(c2)F)C(=O)[O-])ccc(c1F)C(=O)[O-]', 'Fc1cc(ccc1N=Nc1ccc(c(c1)F)C(=O)[O-])C(=O)[O-]']",pcu
15,hMOF-5022782,['[Zn][O]([Zn])([Zn])[Zn]'],"['Cc1c(cc(c(c1C)C(=O)[O-])C)c1ccc(c(c1)C)C(=O)[O-]', 'Cc1cc(C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])C', '[O-]C(=O)c1ccc(c(c1)C)c1nnc(nn1)c1cc(C)c(c(c1C)C)C(=O)[O-]']",pcu
16,hMOF-5064792,['[Cu][Cu]'],"['CCC(=CC=C(C(=O)[O-])CC)C(=O)[O-]', 'CCC(=CC=C(C(=O)[O-])[CH2])C(=O)[O-]', 'N#CC=C(C#N)CC']",pcu
17,hMOF-3,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-]', '[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-]']",pcu
18,hMOF-5071181,['[Cu][Cu]'],"['[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]', 'n1ccc(cc1)c1ccncc1']",pcu
19,hMOF-5052136,['[Zn][Zn]'],"['FC1=[C]C(=C(C=C1c1nnc(nn1)C1=C[C]=C(C=C1)C(=O)[O-])F)C(=O)[O-]', 'Fc1ncc(c(c1)c1nnc(nn1)c1c(F)cnc(c1F)F)F', 'FC1=C(C=[C]C(=C1F)C(=O)[O-])c1nnc(nn1)C1=CC=C([C]=C1)C(=O)[O-]']",pcu
20,hMOF-28759,['[Cu][Cu]'],"['N#Cc1ccc(c(c1N)N)C#N', '[O-]C(=O)C#Cc1cc(N)c(c(c1N)N)C#CC(=O)[O-]']",pcu
21,hMOF-5011375,['[Zn][O]([Zn])([Zn])[Zn]'],"['Nc1c(ccc(c1N)c1ccc(cc1)C(=O)[O-])c1ccc(c(c1)N)C(=O)[O-]', 'Nc1cc(ccc1c1cc(N)c(c(c1)N)C(=O)[O-])c1c(N)cc(c(c1N)N)C(=O)[O-]', 'Nc1cc(C(=O)[O-])c(cc1c1cc(N)c(c(c1)N)c1c(N)cc(cc1N)C(=O)[O-])N']",pcu
22,hMOF-5053877,[],[],
23,hMOF-5014739,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])F)F)F', '[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F', '[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])F)F']",pcu
24,hMOF-36558,[],[],
25,hMOF-24711,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(cc1C)N=Nc1c(C)cc(c(c1C)C)C(=O)[O-]', 'Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1C)C', 'Cc1cc(N=Nc2ccnc(c2C)C)cc(n1)C']",pcu
26,hMOF-5052264,['[Zn][Zn]'],"['Fc1nc(F)c2c(c1)cncc2F', 'Fc1c(cc(c(c1F)C(=O)[O-])F)c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-]', '[O-]C(=O)c1cc(F)c2c(c1)cc(c(c2)C(=O)[O-])F']",pcu
27,hMOF-5081229,['[Cu][Cu]'],"['[O-]C(=O)c1ccc(cc1)c1c(F)c(F)c(c(c1F)F)c1ccc(cc1F)C(=O)[O-]', 'Fc1cc(ccc1c1ccnc(c1F)F)c1ccncc1', 'Fc1c(F)c(C(=O)[O-])c(c(c1N1C(=O)c2c(F)c(F)c3c4c2c(C1=O)c(F)c(c4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1)F)C(=O)[O-])F)F)F']",pcu
28,hMOF-5038011,['[Zn][Zn]'],"['CCCc1cc2c(CCC)c(C(=O)[O-])c(c3c2c2c1cc(C(=O)[O-])c(c2c(c3CCC)CCC)CCC)CCC', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'CCCc1ncc2c3c1ccc1c3c(cc2)c(nc1CCC)C[CH2]']",pcu
29,hMOF-5057124,['[Zn][Zn]'],"['[O-]C(=O)C=[C]C(=O)[O-]', 'ClO[C]1N(C2=CC=C(C(=[C]2)Cl)C(=O)[O-])C(=O)[C]2C3=C1C=[C]C1=C4[C]=CC5=C(OCl)N(C(=C6C5=C4[C](C(=C31)[C]=C2)C=C6)OCl)C1=[C]C=C(C(=[C]1)Cl)C(=O)[O-]', 'ClN=NCl']",
30,hMOF-25587,['[Zn][Zn]'],"['Clc1cnccn1', '[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1Cl)ccc4cc(c3Cl)C(=O)[O-]', '[O-]C(=O)C1=C[C]=C(C=C1)C(=O)[O-]']",pcu
31,hMOF-5035780,['[Zn][Zn]'],"['CCCOC1=[N]=C(C(=O)N=C1)OCCC', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1OCCC)C(=O)[O-]', '[CH2]CC']",pcu
32,hMOF-5035861,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[NH2]', 'Nc1cc(C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])N', 'NC1=NC(=C2C(=[C]1)c1c(N)c(N)nc(c1[NH2][NH2]2)N)N']",pcu
33,hMOF-26145,['[Zn][Zn]'],"['[O-]C(=O)C1=[C]c2cc(N)c3c4c2c(=C1)c(N)cc4cc(c3)C(=O)[O-]', 'Nc1cncc(c1N=Nc1c(N)cnc(c1N)N)N', 'Nc1cc(ccc1N=Nc1ccc(c(c1)N)C(=O)[O-])C(=O)[O-]']",pcu
34,hMOF-5019766,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1OCCC)C(=O)[O-]', 'CCCOc1cc(cc(c1C(=Cc1cc(OCCC)c(c(c1)OCCC)C(=O)[O-])O[CH2])OCCC)C(=O)[O-]']",pcu
35,hMOF-5006320,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1c(cc(c2c1CC2(c1ccccc1)c1ccccc1)C(=O)[O-])c1ccccc1', '[O-]C(=O)C#CC(=C(c1ccccc1)C#CC(=O)[O-])c1ccccc1']",pcu
36,hMOF-5016132,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-]', 'CCC12C3C4C2(C2C1C3(C42CC)C(=O)[O-])C(=O)[O-]', 'CCC12C3C4(C1C1(C2(C3(C41CC)CC)C(=O)[O-])CC)C(=O)[O-]']",pcu
37,hMOF-30019,['[Cu][Cu]'],"['[O-]C(=O)C#Cc1ccc(c(c1N)N)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)N)N=Nc1cc(N)c(cc1N)C(=O)[O-]', 'N#Cc1cc(N)c(c(c1)N)C#N']",pcu
38,hMOF-3022,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCc1cc(C(=O)[O-])c(cc1C#Cc1cc(CC)c(c(c1CC)CC)C(=O)[O-])CC', 'CCc1c(CC)c(C#Cc2cc(CC)c(c(c2)CC)C(=O)[O-])ccc1C(=O)[O-]', 'CCc1cc(C(=O)[O-])c(cc1C#Cc1ccc(c(c1CC)CC)C(=O)[O-])CC']",pcu
39,hMOF-5033655,['[Zn][Zn]'],['CCCc1c(cc(c(c1CCC)C(=O)[O-])CCC)C(=O)[O-]'],pcu
40,hMOF-6004466,['[V]'],"['[O]', '[O-]C(=O)C=CC(=CC(=O)[O-])Cl', '[O-]C(=O)C1=[C]C=C(C=[C]1)c1nnc(nn1)c1ccc(cc1Cl)C(=O)[O-]']",rna
41,hMOF-5022876,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]']",pcu
42,hMOF-2586,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O]', 'CCC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', 'CCc1cc(ccc1C#Cc1c(CC)c(CC)c(c(c1CC)CC)[C][O])C(=O)[O-]', 'CCC1Cc2c1c(cc(c2C(=O)[O-])CC)C(=O)[O-]']","pcu,sql"
43,hMOF-16686,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#Cc1cc2c(c3c1ccc(c3)C(=O)[O-])cc(c1c2cc(cc1)C(=O)[O-])C#N', 'N#Cc1c(C#N)c(C(=O)[O-])c(c2c1ccc1c2cc(c2c1cc(cc2C#N)C(=O)[O-])C#N)C#N', 'N#Cc1cc2ccc3c(c2c(c1C(=O)[O-])C#N)cc(c1c3cc(cc1)C(=O)[O-])C#N']",pcu
44,hMOF-5077284,['[Cu][Cu]'],"['[O-]C(=O)c1ccc(c(c1N)N)c1nnc(nn1)c1c(N)cc(c(c1N)N)C(=O)[O-]', 'Nc1ncc2c3c1cc(N)c1c3c(cc2)c(nc1)N', 'Nc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1N)N)C(=O)[O-])N']",pcu
45,hMOF-5036753,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'CCCc1cc(N=Nc2ccnc(c2CCC)CCC)c(c(n1)CCC)CCC', 'CCCc1cc(C(=O)[O-])c(cc1N=Nc1ccc(c(c1CCC)CCC)C(=O)[O-])CCC']","pcu,sql"
46,hMOF-5078788,['[Cu][Cu]'],"['CCc1cc(cc(c1N1[C]=c2cc(CC)c3=[C]N([C]=c4c3c2c(=[C]1)c(CC)c4)c1c(CC)cc(c(c1CC)CC)C(=O)[O-])CC)C(=O)[O-]', 'CCC1Cc2c1nccn2', 'CCC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]']",pcu
47,hMOF-5079762,['[Cu][Cu]'],['CCCc1nc(CCC)c(c(c1)N1[C]C2=C(CCC)C=C3C4=C([C]=C(C(=[C]1)[C]24)CCC)[C]N(C3=O)c1ccncc1CCC)CCC'],pcu
48,hMOF-6004205,['[V]'],"['CCc1cc(CC)ccc1C(=O)[O-]', 'CCc1cc(ccc1c1nnc(nn1)c1cc(CC)c(cc1CC)C(=O)[O-])C(=O)[O-]', '[O]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]', 'CCc1cc(CC)c(c(c1)C(=O)[O-])CC', 'CCc1cc(cc(c1C(=O)[O-])CC)C(=O)[O-]']",
49,hMOF-10105,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc2c(C)c(C)c(c(c2c(c1C)C)C)C(=O)[O-]', '[O-]C(=O)c1cc(C)c2c(c1)c(C)cc(c2C)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c(C)c(c(c2)C(=O)[O-])C']",pcu
50,hMOF-5056492,['[Zn][Zn]'],"['[O-]C(=O)C1=[C]C(=C(C=C1)C(=O)[O-])N', 'Nc1cncc(n1)N', 'N[NH2]c1c(N)c2C(=O)N([C]c3c2c2c1c1=[C]C(=C4c5c1c(c2cc3N)c(c(c5C(=O)N(C4=O)c1ccc(c(c1N)N)C(=O)[O-])N)N)N)c1ccc(c(c1N)N)C(=O)[O-]']",pcu
51,hMOF-5075979,['[Cu][Cu]'],"['N#Cc1ncc(c(c1)c1cc(C#N)c(c(c1C#N)C#N)c1cc(C#N)ncc1C#N)C#N', 'N#Cc1c(C#N)c(c2nnc(nn2)c2ccc(cc2)C(=O)[O-])c(c(c1C(=O)[O-])C#N)C#N', 'N#Cc1c(C#N)c(c2ccc(c(c2)C#N)C(=O)[O-])c(c(c1c1ccc(cc1C#N)C(=O)[O-])C#N)C#N']",pcu
52,hMOF-4643,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCC(=CC(=O)[O-])C(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]', 'CCc1cc(C(=O)[O-])c(c(c1C(=O)[O-])CC)CC']",pcu
53,hMOF-5043779,['[Zn][Zn]'],"['CCOc1ncc2c3c1cc(OCC)c1c3c(c(c2OCC)O[CH2])cnc1', 'CCOC1CC2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2(OCC)OCC)OCC)OCC)OCC', 'C[C]Oc1c(O[C])c2[C]=C(C=c3c2c2c1[C]=C(C=c2c(c3O[CH2])O[CH2])C(=O)[O-])C(=O)[O-]']",pcu
54,hMOF-5079276,['[Cu][Cu]'],"['[O-]C(=O)C=CC(=O)[O-]', 'CCc1cc2=[C]N([C]C3=c2c2c1C(=O)N(c1ccc(c(c1)CC)C(=O)[O-])C(=O)[C]2C=C3)c1c(CC)cc(cc1CC)C(=O)[O-]', 'N=N']",
55,hMOF-5026331,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1)C1=N[N]C(=N[N]1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]']",pcu
56,hMOF-5082977,['[Cu][Cu]'],"['[O-]C(=O)C1=[C]C(=C([C]=C1)[C]=[C]c1cc(Cl)c(cc1Cl)C(=O)[O-])Cl', 'ClO[C]1N(C2=[C]C=C(C=C2)C(=O)[O-])C(=O)c2c3c1cc(Cl)c1c3c(c(c2Cl)Cl)c2c3c1cc(Cl)c1c3c(cc2)C(=O)N(C1=O)c1ccc(cc1)C(=O)[O-]', 'ClC1=NC=[C]C(=C1)C=Cc1ccncc1Cl']",pcu
57,hMOF-5081450,['[Cu][Cu]'],"['[Br]', 'N#Cc1ccc(c(c1Br)Br)C#N', '[O-]C(=O)C#Cc1ccc(c(c1)Br)C#CC(=O)[O-]', 'BrO[C]1N(C2=[C]C=C(C=C2)C(=O)[O-])C(=O)C2=c3c1c(Br)cc1c3c([C]=C2Br)c2c3c1c(Br)cc1c3c(cc2)[C](N(C1=O)C1=[C]C=C(C(=C1)Br)C(=O)[O-])OBr', 'BrO[C]1N(C2=[C]C=C(C(=C2)Br)C(=O)[O-])C(=O)C2=C[C]=c3c4c2c1ccc4c1=[C]C(=C2c4c1c3cc(c4[C](N(C2=O)C1=[C]C=C(C=C1)C(=O)[O-])OBr)Br)Br']",pcu
58,hMOF-5028126,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCCOc1c(OCCC)c(C(=O)[O-])c(c(c1N1C(=O)c2cc(OCCC)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1c(OCCC)cc(c(c1OCCC)[O])C(=O)[O-])OCCC)OCCC)OCCC', '[CH2]CC', '[O-]C(=O)C(=O)[O-]', 'CCCOc1cc(ccc1C(=O)[O-])N1C(=O)c2c(OCCC)c([O])c3c4c2c(C1=O)c(OCCC)c(c4C(=O)N(C3=O)c1cc(OCCC)c(cc1OCCC)C(=O)[O-])OCCC']",
59,hMOF-5054472,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(cc1)N=Nc1ccc(cc1F)C(=O)[O-]', 'Fc1nccc(c1)N1C(=O)c2cc(F)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1cc(F)nc(c1F)F)F', 'Fc1cc(C(=O)[O-])c(c(c1N=Nc1c(F)cc(c(c1F)F)C(=O)[O-])F)F']",pcu
60,hMOF-5075305,['[Cu][Cu]'],"['CCOCOc1c(ccc(c1OCCC)C(=O)[O-])C(=[C]c1ccc(c(c1[O])OCCC)C(=O)[O-])OCCC', 'CC[CH]OC(=C(C=C=[C](=O)[O-])OCCC)C#CC(=O)[O-]', 'CC[CH]OC(=CC=[N])C#N']","pcu,sql"
61,hMOF-5047727,['[Zn][Zn]'],"['Cc1cnc2c(c1)c1c(C)nc(c(c1c(c2)C)C)C', '[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])C)C', '[O-]C(=O)c1cc2c(cc1C)cc(c1c2cccc1C(=O)[O-])C']",pcu
62,hMOF-5031283,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCc1cc(C(=O)[O-])c(cc1N1[C]c2ccc3c4c2[C](C1=O)C(=Cc4c1=[C][CH]C2=[C]N([C]=C4C(=[C]c3c1=C24)CC)c1c(CC)cc(c(c1CC)CC)C(=O)[O-])CC)CC', 'CCC(=C(C(=O)[O-])CC)C(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]']",pcu
63,hMOF-5024169,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1cc(F)c(c(c1)F)C(=O)[O-]', '[O-]C(=O)C=C(C=C(C(=O)[O-])F)F', '[O-]C(=O)c1ccc(cc1)C1=N[N]C(=N[N]1)c1cc(F)c(c(c1)F)C(=O)[O-]', 'FC(=CC(=O)[O-])C(=CC(=O)[O-])F']",pcu
64,hMOF-5015754,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'CCOC12C3C4C1(C(=O)[O-])C1C2(C3(C41OCC)C(=O)[O-])OCC']",pcu
65,hMOF-8074,['[Zn][O]([Zn])([Zn])[Zn]'],"['[CH2]CC', 'CCCOc1cc(ccc1c1ccc(cc1OCCC)C(=O)[O-])c1cc(OCCC)c(c(c1OCCC)[O])C(=O)[O-]', 'CCCOc1cc(ccc1c1cc(OCCC)c(cc1OCCC)C(=O)[O-])c1ccc(cc1OCCC)C(=O)[O-]', '[O-]C(=O)C(=O)[O-]']",pcu
66,hMOF-4000033,[],[],
67,hMOF-5057557,['[Zn][Zn]'],"['CCOc1cc2c(O[CH2])cc3c(c2cc1C(=O)[O-])ccc(c3C(=O)[O-])OCC', 'CCOc1cc(C(=O)[O-])c(cc1N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3c(O[CH2])c(OCC)c3c2c(c(c1)OCC)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-])OCC)OCC', 'CCOc1cc(OCC)c2c(n1)c(O[CH2])c(c1c2cncc1[O])OCC']",pcu
68,hMOF-5055040,['[Zn][Zn]'],"['N#Cc1ccc2c(c1)ncc(n2)C#N', 'N#CC1=C(C=C[C]2C1=C([N])O[C]1N2C(=O)c2c3c1c(C#N)c(C#N)c1c3c(cc2)C(=O)N(C1=O)c1ccc(c(c1)C#N)C(=O)[O-])C(=O)[O-]', 'N#Cc1cc2c(C(=O)[O-])c(C#N)cc(c2cc1C#N)C(=O)[O-]']",pcu
69,hMOF-5063165,['[Cu][Cu]'],"['ClC1=Cc2c([C]=N1)c1ccc3c(c1c(c2Cl)Cl)cnc(c3)Cl', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",pcu
70,hMOF-3704,['[Zn][O]([Zn])([Zn])[Zn]'],"['Fc1cc(ccc1N=Nc1ccc(cc1F)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1)F)C#CC(=O)[O-]', 'Fc1cc(ccc1N=Nc1ccc(c(c1F)F)C(=O)[O-])C(=O)[O-]']",pcu
71,hMOF-11300,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCOc1cc2c(cc1C(=O)[O-])ccc(c2OCC)C(=O)[O-]', 'CCOc1cc(C(=O)[O-])c(c2c1cc(cc2)C(=O)[O-])[O]', 'CCOc1cc2c(c(c1OCC)OCC)c(C(=O)[O-])c(c(c2C(=O)[O-])OCC)OCC']",pcu
72,hMOF-5043532,['[Zn][Zn]'],"['[O-]C(=O)c1cc(C)c2c(c1)cc(c(c2C)C(=O)[O-])C', '[O-]C(=O)C#CC12C(C)C(C)C(C(C1C)(C)C)(CC2(C)C)C#CC(=O)[O-]', 'N#CC12CC(C)C(C(C1C)C)(C(C2C)(C)C)C#N']",pcu
73,hMOF-15120,[],[],
74,hMOF-15778,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#Cc1ccc(c(c1)Cl)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1cc(Cl)c(c(c1)Cl)C#CC(=O)[O-]', 'ClC1=C2C=[C]c3c(C2=[C]C(=C1Cl)C(=O)[O-])cc(c1c3cc(C(=O)[O-])c(c1Cl)Cl)Cl']",pcu
75,hMOF-2000068,['[Zn][Zn]'],"['[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])F', '[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])F', '[O-]C(=O)c1cc(C(=O)[O-])c(c(c1F)C(=O)[O-])F', '[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1F)C#CC(=O)[O-])F', '[O-]C(=O)c1c(F)c(C(=O)[O-])c(c(c1F)C(=O)[O-])F']",tbo
76,hMOF-5023355,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCc1cc(C#CC(=O)[O-])c(c(c1C#CC(=O)[O-])CC)CC', 'CCc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-]', 'CCc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])CC']",pcu
77,hMOF-37058,['[Cu][Cu]'],"['[O-]C(=O)C1=[C]c2c(Cl)cc3c4c2c(=C1)c(Cl)c(c4cc(c3Cl)C(=O)[O-])Cl', '[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1)c(Cl)c(c4cc(c3Cl)C(=O)[O-])Cl', 'Clc1ncc2c3c1cc(Cl)c1c3c(cc2Cl)cnc1']",pcu
78,hMOF-5023727,['[Zn][O]([Zn])([Zn])[Zn]'],"['Clc1cc(C(=O)[O-])c(cc1C1=N[N]C(=N[N]1)c1ccc(c(c1)Cl)C(=O)[O-])Cl', 'Clc1cc(C(=O)[O-])c(cc1N=Nc1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-])Cl', 'Clc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1)Cl)C(=O)[O-])Cl', '[O-]C(=O)c1ccc(cc1Cl)N=Nc1cc(Cl)c(c(c1)Cl)C(=O)[O-]']",pcu
79,hMOF-9290,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc(C)c2c(c1)c(C)c(c(c2C)C(=O)[O-])C', '[O-]C(=O)C#Cc1ccc(c(c1)C)C#CC(=O)[O-]']",pcu
